Date,Benchmark,100% Portfolio,"80% Portfolio, 20% Benchmark"
2016-08-01,202.97316957571718,230.78504212209282,225.72479978285713
2016-09-01,204.30333271472728,234.59703221005142,229.00337855021795
2016-10-01,205.73780843420718,238.84094134358054,232.63913401792152
2016-11-01,198.18075608732786,233.77744976852003,226.9844892101094
2016-12-01,199.89981817980217,235.95186379860326,229.0672565734639
2017-01-01,208.90810544602635,240.5697209024961,234.71828812657995
2017-02-01,212.42888216242469,248.41399674177907,241.63222263579635
2017-03-01,220.0999215644166,257.443732603696,250.40392059742928
2017-04-01,221.24505343822403,260.7642255249466,253.24823508962083
2017-05-01,226.907255469929,267.1603101898272,259.5138680177824
2017-06-01,231.92625592106188,271.5407275929613,264.0659501233264
2017-07-01,231.5712791303333,269.65874394844053,262.5209742223322
2017-08-01,233.26497542380218,273.5101126877853,265.90452578414755
2017-09-01,231.39300074668006,271.29848612009556,263.757642015547
2017-10-01,238.40416728796234,275.9881860761009,269.00348226889344
2017-11-01,241.69266475420642,282.7479135189674,275.0165197892308
2017-12-01,241.4081058958765,279.9004079138929,272.7360459394002
2018-01-01,244.5450810643661,286.9527863772093,278.94235109231926
2018-02-01,244.9432470935769,295.87305618415695,285.9701900545924
2018-03-01,233.75120344990466,284.8500373755171,274.83359462153976
2018-04-01,233.1552286941795,282.2021495601666,272.6496286742728
2018-05-01,237.55479243131782,287.6987698350299,277.9270388155815
2018-06-01,233.63707704525277,287.0556432376077,276.51330705464767
2018-07-01,231.9081728958023,281.5822211830281,271.8861445963371
2018-08-01,244.5797580956754,283.13901987735835,276.0598983205966
2018-09-01,242.36112632812933,285.7386520022149,277.5867677529031
2018-10-01,244.17838091276803,280.88072735671904,274.22757823712584
2018-11-01,240.06833992443987,270.96713799132874,265.5613966802343
2018-12-01,239.7977172175518,261.77817947075795,258.2970121299595
2019-01-01,224.55665765743987,246.1970482193288,242.71449990167682
2019-02-01,238.80106954189156,258.44766916929484,255.4556104375376
2019-03-01,247.92557527217286,263.68315690259993,261.54768545581373
2019-04-01,252.01726212077546,264.0939357844107,262.7369475519837
2019-05-01,257.9074143660992,267.04583060609457,266.3144678702503
2019-06-01,254.69217578660346,257.87693806623474,258.33543337802394
2019-07-01,263.1737732715365,264.77958015939714,265.58794974724333
2019-08-01,263.37178420889916,260.8391538448768,262.4659500987039
2019-09-01,264.08701798156955,258.8619993509459,261.0169164056927
2019-10-01,264.9281069453359,263.7795339534393,265.14995541384826
2019-11-01,270.8807078505059,267.8649373163155,269.6267752279504
2019-12-01,274.0950896804306,272.7843812550129,274.22811628065506
2020-01-01,280.7465169902032,278.8515338659651,280.43845820460064
2020-02-01,282.5454755622259,280.5187015495939,282.1391794586689
2020-03-01,266.44939643773614,268.0986923696825,268.93118794396656
2020-04-01,249.91871873295048,260.6480247716081,259.615215412091
2020-05-01,261.5192516625923,273.10967126623996,271.95515298706994
2020-06-01,268.2962433504641,279.4763986039855,278.43648895286185
2020-07-01,273.79413687723456,284.9327387138604,283.92645618936285
2020-08-01,278.13672460925994,289.6411913123072,288.5805742229338
2020-09-01,281.83702234538407,321.50538048435766,314.74642883294126
2020-10-01,283.45096090038635,319.9504760380215,313.88913489160376
2020-11-01,273.32056803274793,310.32423767162396,304.0903890255245
2020-12-01,291.0584931416678,332.93543325328125,325.7629355511602
2021-01-01,297.86130548854595,342.775189838803,334.9879463948835
2021-02-01,300.0059750311324,351.4025872479833,342.21546297689605
2021-03-01,301.2084214853795,359.8307917063547,349.0560729555061
2021-04-01,314.63749788611966,379.09209531995384,367.1161730220252
2021-05-01,314.99944538509675,374.1605731614296,363.38005232775987
2021-06-01,323.86642704020653,382.6841636128925,372.0482269616356
2021-07-01,336.1845363343337,391.3500494972249,381.6183913140625
2021-08-01,342.7670645508391,401.20518822596074,390.8008745508263
2021-09-01,350.43017389973056,410.8542614329365,400.06734878132846
2021-10-01,330.88682528738855,397.0306870903384,384.83651914364356
