Date,Benchmark,100% Portfolio,"80% Portfolio, 20% Benchmark"
2009-01-01,101.43806755755946,99.63124938695033,99.99261302107215
2009-02-01,95.54068908876478,96.04529008509435,95.95077192250552
2009-03-01,83.52015451643307,87.27809556728978,86.52949264475328
2009-04-01,94.49808518158218,92.0339808266808,92.57626296812622
2009-05-01,103.89797334654934,101.12460818158469,101.7333600860074
2009-06-01,107.18029675864551,107.29595832938743,107.34294841521204
2009-07-01,108.95796771748239,108.59656079150628,108.73995979558299
2009-08-01,119.31082822082011,114.67784616887573,115.67784145236479
2009-09-01,123.98832758820559,120.09252543517167,120.95437195810507
2009-10-01,127.31988130234191,126.36754416472908,126.66041951154602
2009-11-01,126.85787524999476,123.07340061316296,123.92707432876848
2009-12-01,128.84518490808355,123.37549827419483,124.55870816685123
2010-01-01,132.23455202485556,126.52713954482282,127.75952300967515
2010-02-01,131.78653625444852,131.207997199778,131.45411180672255
2010-03-01,136.49145578521927,130.98866943339377,132.2169307936307
2010-04-01,142.27654270409147,139.85573677832733,140.49788369502403
2010-05-01,137.60839089890354,138.71170750713094,138.65649937981465
2010-06-01,130.7717856564702,131.49809315118216,131.51016935590076
2010-07-01,124.6672937930664,129.30612203054136,128.52863942242413
2010-08-01,134.67508051687548,134.1283448992433,134.4267739342265
2010-09-01,134.31814961633552,133.34718065488397,133.72919753466505
2010-10-01,134.32126328528648,138.35418208572833,137.74689404520532
2010-11-01,139.15107911095492,143.02356631498313,142.45660327489213
2010-12-01,138.2488862863948,145.85228819905356,144.52588519005087
2011-01-01,141.21113475693036,151.82888305091683,149.88302846826565
2011-02-01,143.7653400927748,154.03128886350552,152.16458435449454
2011-03-01,145.225665992865,155.24571446369376,153.43347932880334
2011-04-01,142.2550942753605,156.28796571480356,153.62985480188553
2011-05-01,144.49807561260667,157.25568811168034,154.87533183497564
2011-06-01,142.74015491857787,154.74774606882718,152.52251461870776
2011-07-01,136.92887430132606,148.24523232294808,146.15339855287738
2011-08-01,126.95466001585598,138.8813833082355,136.63879322399384
2011-09-01,120.51303554321697,128.67760687515656,127.22098599512603
2011-10-01,118.85194427580292,123.45139515441016,122.73663482024769
2011-11-01,121.9284110666551,126.21270714018829,125.568298725599
2011-12-01,123.90241221422383,124.70735685383177,124.7767532974859
2012-01-01,128.25619215523716,127.3810514501958,127.7937998929901
2012-02-01,133.64747593109288,132.95960950928497,133.34547654658618
2012-03-01,135.1231022137391,136.87461562922243,136.7810293210698
2012-04-01,138.14606711119487,139.0849206899262,139.16007554095745
2012-05-01,134.36706414985494,139.5830291896488,138.79742940620037
2012-06-01,127.27728927793025,131.4214803103439,130.84023016184545
2012-07-01,133.52454919690686,133.61888271068304,133.8748057134293
2012-08-01,138.55202039065495,137.34320490890266,137.8681019018944
2012-09-01,139.6445728835199,136.8079336793495,137.65568025273086
2012-10-01,143.7981454673441,139.72007338364568,140.81871138788776
2012-11-01,146.902528999947,140.38979711007133,141.9667156875853
2012-12-01,150.05449407177122,138.97206087060175,141.42899928573425
2013-01-01,150.13081680880495,143.18660366238745,144.8746289909637
2013-02-01,162.50067581408402,150.85025893598007,153.46518687931825
2013-03-01,166.07258932840034,155.40359904888282,157.84566425051636
2013-04-01,169.695134418932,156.68828199716347,159.57817916434416
2013-05-01,172.3042968266927,155.24272992775977,158.8911302080345
2013-06-01,170.8533853039294,154.85428828206778,158.30548096636898
2013-07-01,169.83527332171008,153.08549505442272,156.67024206512409
2013-08-01,173.44086480035844,155.9863841965587,159.7105163756688
2013-09-01,175.63047025656337,159.51383623391888,163.00310488077037
2013-10-01,179.39356767000578,164.4655248283979,167.74961604615845
2013-11-01,182.47151721763234,168.83912057839268,171.89399277431744
2013-12-01,183.3651080724841,171.51065070045667,174.2382447236794
2014-01-01,183.0933071025466,174.0386483029277,176.2411512562401
2014-02-01,181.959477866375,178.08315513912746,179.29942485471534
2014-03-01,186.6103217206104,180.21229930715643,181.93094416514757
2014-04-01,191.18883758497824,185.56715687933686,187.14842600578856
2014-05-01,191.98787539240095,185.81453977318517,187.5044490687244
2014-06-01,195.59781649078565,192.83845821332594,193.87981549428545
2014-07-01,193.97833454242493,200.0219328405637,199.33657718934555
2014-08-01,190.17464263838434,197.28461469803176,196.37247382312407
2014-09-01,196.83534796572297,200.1515164335732,200.0309469882613
2014-10-01,197.21328957425806,197.42042411054726,197.92420476723063
2014-11-01,196.49357756973905,196.0817874792975,196.70610141340688
2014-12-01,204.88660348758154,202.35549348955612,203.42146706948213
2015-01-01,202.4358447215235,203.0738729939817,203.51255141534432
2015-02-01,191.11078178479124,195.661570683096,195.2928403389056
2015-03-01,206.19348573820866,209.70339686343488,209.5876829328903
2015-04-01,209.52478126677724,217.0337462422236,216.1259530840045
2015-05-01,209.11028584555615,218.59921297689618,217.28757727740927
2015-06-01,213.28335008615608,218.62973662545556,218.1791001962948
2015-07-01,206.49903422353378,213.28562940480572,212.52461768626304
2015-08-01,219.2946966566883,219.1648363699206,219.8450087098939
2015-09-01,201.87749141106397,211.74152393801816,210.39574570197271
2015-10-01,199.57089029830084,208.83333075513292,207.60319247120614
2015-11-01,209.92918516562767,216.63019058639327,215.95897707155157
2015-12-01,212.0414002746907,219.39029726270348,218.59479765891456
2016-01-01,209.3665056059949,220.7460228383618,219.12393236983144
2016-02-01,200.1383717948516,214.99823179387693,212.62784704066763
2016-03-01,195.50351819326823,216.13868820598069,212.54533563291335
2016-04-01,192.2874957932979,221.00458641723483,215.67406503459162
2016-05-01,198.0346207311395,221.11377916867377,217.04853372155134
2016-06-01,202.52691136621453,225.85073188493183,221.75314547300266
2016-07-01,200.77722775782277,224.6353276699267,220.4153060360874
